"""ClassificationCode""","""ClassificationCode"" Descriptions"
AG74,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (ENGINEERING DEVELOPMENT)
AG74,SOLAR/PHOTOVOLTAIC (ENGINEERING)
AG75,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (OPERATIONAL SYSTEMS DEVELOPMENT)
AG75,SOLAR/PHOTOVOLTAIC (OPERATIONAL)
AG76,R&D-ENERGY - SOLAR/PHOTOVOLTAIC-MGM
AG76,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (MANAGEMENT/SUPPORT)
AG77,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (COMMERCIALIZED)
AG77,R&D-ENERGY -SOLAR/PHOTOVOLTAIC-COME
AG80,R&D-CONSERV OF ENERGY
AG81,R&D- ENERGY: CONSERVATION (BASIC RESEARCH)
AG81,CONSERVATION OF ENERGY (BASIC)
AG82,R&D- ENERGY: CONSERVATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AG82,R&D-CONSERV OF ENERGY-A RES/EXPL DE
AG83,CONSERVATION OF ENERGY (ADVANCED)
AG83,R&D- ENERGY: CONSERVATION (ADVANCED DEVELOPMENT)
AG84,R&D-CONSERV OF ENERGY-ENG DEV
AG84,R&D- ENERGY: CONSERVATION (ENGINEERING DEVELOPMENT)
AG85,R&D-CONSERV OF ENERGY-OPSY DEV
AG85,R&D- ENERGY: CONSERVATION (OPERATIONAL SYSTEMS DEVELOPMENT)
AG86,R&D- ENERGY: CONSERVATION (MANAGEMENT/SUPPORT)
AG86,R&D-CONSERV OF ENERGY-MGMT SUP
AG87,R&D- ENERGY: CONSERVATION (COMMERCIALIZED)
AG87,R&D-CONSERV OF ENERGY-COMERCLIZ
AG90,R&D-OTHER ENERGY
AG91,OTHER ENERGY (BASIC)
AG91,R&D- ENERGY: OTHER (BASIC RESEARCH)
AG92,R&D- ENERGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AG92,OTHER ENERGY (APPLIED/EXPLORATORY)
AG93,R&D- ENERGY: OTHER (ADVANCED DEVELOPMENT)
AG93,OTHER ENERGY (ADVANCED)
AG94,OTHER ENERGY (ENGINEERING)
AG94,R&D- ENERGY: OTHER (ENGINEERING DEVELOPMENT)
AG95,R&D- ENERGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AG95,OTHER ENERGY (OPERATIONAL)
AG96,R&D- ENERGY: OTHER (MANAGEMENT/SUPPORT)
AG96,OTHER ENERGY (MANAGEMENT/SUPPORT)
AG97,R&D-OTHER ENERGY-COMERCLIZ
AG97,R&D- ENERGY: OTHER (COMMERCIALIZED)
AH,ENVIRONMENTAL PROTECTION R&D
AH,Natural Resources and Environment R&D Services
AH10,R&D-POLLUTION CONT/ABATE
AH11,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (BASIC RESEARCH)
AH11,R&D-POLLUTION CONT/ABATE-B RES
AH11,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; BASIC RESEARCH
AH12,R&D- ENVIRON PROTECTION: POLLUTION CONTROL/ABATEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AH12,R&D-POLLUTION CONT/ABATE-A RES/EXPL
AH12,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; APPLIED RESEARCH
AH13,R&D-POLLUTION CONT/ABATE-ADV DEV
AH13,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (ADVANCED DEVELOPMENT)
AH13,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; EXPERIMENTAL DEVELOPMENT
AH14,R&D-POLLUTION CONT/ABATE-ENG DEV
AH14,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (ENGINEERING DEVELOPMENT)
AH14,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; R&D ADMINISTRATIVE EXPENSES
AH15,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (OPERATIONAL SYSTEMS DEVELOPMENT)
AH15,R&D-POLLUTION CONT/ABATE-OPSY DEV
AH15,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; WATER RESOURCES; R&D FACILITIES & MAJ EQUIP
AH16,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (MANAGEMENT/SUPPORT)
AH16,R&D-POLLUTION CONT/ABATE-MGMT SUP
AH17,R&D-POLLUTION CONT/ABATE-COMERCLIZ
AH17,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (COMMERCIALIZED)
AH20,R&D-AIR POLLUTION
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH)
AH21,AIR POLLUTION (BASIC)
AH21,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; CONSERVATION AND LAND MANAGEMENT; BASIC RESEARCH
AH22,AIR POLLUTION (APPLIED/EXPLORATORY)
AH22,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AH22,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; CONSERVATION AND LAND MANAGEMENT; APPLIED RESEARCH
AH23,AIR POLLUTION (ADVANCED)
AH23,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (ADVANCED DEVELOPMENT)
AH23,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; CONSERVATION & LAND MANAGEMENT; EXPERIMENTAL DEVELOPMENT
AH24,AIR POLLUTION (ENGINEERING)
AH24,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (ENGINEERING DEVELOPMENT)
AH24,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; CONSERVATION & LAND MGMT; R&D ADMINISTRATIVE EXPENSES
AH25,AIR POLLUTION (OPERATIONAL)
AH25,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (OPERATIONAL SYSTEMS DEVELOPMENT)
AH25,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; CONSERVATION & LAND MGMT; R&D FACILITIES & MAJ EQUIP
AH26,AIR POLLUTION (MANAGEMENT/SUPPORT)
AH26,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (MANAGEMENT/SUPPORT)
AH27,R&D-AIR POLLUTION-COMERCLIZ
AH27,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (COMMERCIALIZED)
AH30,R&D-WATER POLLUTION
AH31,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (BASIC RESEARCH)
AH31,WATER POLLUTION (BASIC)
AH31,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; BASIC RESEARCH
AH32,R&D-WATER POLLUTION-A RES/EXPL DEV
AH32,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AH32,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; APPLIED RESEARCH
AH33,WATER POLLUTION (ADVANCED)
AH33,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (ADVANCED DEVELOPMENT)
AH33,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; EXPERIMENTAL DEVELOPMENT
AH34,WATER POLLUTION (ENGINEERING)
AH34,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (ENGINEERING DEVELOPMENT)
AH34,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; R&D ADMINISTRATIVE EXPENSES
AH35,WATER POLLUTION (OPERATIONAL)
AH35,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (OPERATIONAL SYSTEMS DEVELOPMENT)
AH35,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; RECREATIONAL RESOURCES; R&D FACILITIES & MAJ EQUIP
AH36,R&D-WATER POLLUTION-MGMT SUP
AH36,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (MANAGEMENT/SUPPORT)
AH37,R&D-WATER POLLUTION-COMERCLIZ
AH37,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (COMMERCIALIZED)
AH40,R&D-NOISE POLLUTION
AH41,NOISE POLLUTION (BASIC)
AH41,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (BASIC RESEARCH)
AH41,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; POLLUTION CONTROL AND ABATEMENT; BASIC RESEARCH
AH42,R&D-NOISE POLLUTION-A RES/EXPL DEV
AH42,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AH42,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; POLLUTION CONTROL AND ABATEMENT; APPLIED RESEARCH
AH43,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (ADVANCED DEVELOPMENT)
AH43,NOISE POLLUTION (ADVANCED)
AH43,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; POLLUTION CONTROL & ABATEMENT; EXPERIMENTAL DEVELOPMENT
AH44,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (ENGINEERING DEVELOPMENT)
AH44,NOISE POLLUTION (ENGINEERING)
AH44,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; POLLUTION CONTROL & ABATEMENT; R&D ADMINISTRATIVE EXPENSES
AH45,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (OPERATIONAL SYSTEMS DEVELOPMENT)
AH45,NOISE POLLUTION (OPERATIONAL)
AH45,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; POLLUTION CONTROL & ABATEMENT; R&D FACILITIES & MAJ EQUIP
AH46,R&D-NOISE POLLUTION-MGMT SUP
AH46,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (MANAGEMENT/SUPPORT)
AH47,R&D-NOISE POLLUTION-COMERCLIZ
AH47,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (COMMERCIALIZED)
AH50,R&D-OTHER POLLUTION
AH51,R&D-OTHER POLLUTION-RESEARCH
AH51,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; BASIC RESEARCH
AH52,R&D-OTHER POLLUTION-EXPL DEV
AH52,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; APPLIED RESEARCH
AH53,R&D-OTHER POLLUTION-ADV DEV
AH53,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; EXPERIMENTAL DEVELOPMENT
AH54,R&D-OTHER POLLUTION-ENG DEV
AH54,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; OTHER NATURAL RESOURCES; R&D ADMINISTRATIVE EXPENSES
AH55,R&D-OTHER POLLUTION-OPSY DEV
AH55,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; OTHER NATURAL RESOURCES; R&D FACILITIES & MAJ EQUIP
AH56,R&D-OTHER POLLUTION-MGMT SUP
AH57,R&D-OTHER POLLUTION-COMERCLIZ
AH90,R&D-OTHER ENVIRONMENT
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)
AH91,R&D-OTHER ENVIRONMENT-B RES
AH92,R&D- ENVIRONMENTAL PROTECTION: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AH92,R&D-OTHER ENVIRONMENT-A RES/EXPL DE
AH93,R&D-OTHER ENVIRONMENT-ADV DEV
AH93,R&D- ENVIRONMENTAL PROTECTION: OTHER (ADVANCED DEVELOPMENT)
AH94,R&D-OTHER ENVIRONMENT-ENG DEV
AH94,R&D- ENVIRONMENTAL PROTECTION: OTHER (ENGINEERING DEVELOPMENT)
AH95,R&D-OTHER ENVIRONMENT-OPSY DEV
AH95,R&D- ENVIRONMENTAL PROTECTION: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AH96,R&D- ENVIRONMENTAL PROTECTION: OTHER (MANAGEMENT/SUPPORT)
AH96,R&D-OTHER ENVIRONMENT-MGMT SUP
AH97,R&D- ENVIRONMENTAL PROTECTION: OTHER (COMMERCIALIZED)
AH97,R&D-OTHER ENVIRONMENT-COMERCLIZ
AJ,GEN. SCIENCE/TECHNOLOGY R&D
AJ,General Science and Technology R&D Services
AJ10,R&D-PHYSICAL SCIENCE
AJ11,PHYSICAL SCIENCES (BASIC)
AJ11,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (BASIC RESEARCH)
AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH
AJ12,R&D-PHYSICAL SCIENCE-A RES/EXPL DEV
AJ12,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ12,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH
AJ13,PHYSICAL SCIENCES (ADVANCED)
AJ13,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (ADVANCED DEVELOPMENT)
AJ13,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; EXPERIMENTAL DEVELOPMENT
AJ14,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (ENGINEERING DEVELOPMENT)
AJ14,PHYSICAL SCIENCES (ENGINEERING)
AJ14,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES
AJ15,PHYSICAL SCIENCES (OPERATIONAL)
AJ15,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ15,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D FACILITIES & MAJ EQUIP
AJ16,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (MANAGEMENT/SUPPORT)
AJ16,R&D-PHYSICAL SCIENCE-MGMT SUP
AJ17,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (COMMERCIALIZED)
AJ17,R&D-PHYSICAL SCIENCE-COMERCLIZ
AJ21,R&D-MATH & COMPUTER SCI-B RES
AJ21,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (BASIC RESEARCH)
AJ22,R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ22,R&D-MATH & COMPUTER SCI-A RES/EXPL
AJ23,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (ADVANCED DEVELOPMENT)
AJ23,R&D-MATH & COMPUTER SCI-ADV DEV
AJ24,R&D-MATH & COMPUTER SCI-ENG DEV
AJ24,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (ENGINEERING DEVELOPMENT)
AJ25,R&D-MATH & COMPUTER SCI-OPSY DEV
AJ25,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ26,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (MANAGEMENT/SUPPORT)
AJ26,R&D-MATH & COMPUTER SCI-MGMT SUP
AJ27,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (COMMERCIALIZED)
AJ27,"R&D-MATH, COMPUTER SCI - COMERCLIZ"
AJ31,ENVIRONMENTAL SCIENCES (BASIC)
AJ31,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (BASIC RESEARCH)
AJ32,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ32,R&D-ENVIRONMENTAL SCI-A RES/EXPL DE
AJ33,ENVIRONMENTAL SCIENCES (ADVANCED)
AJ33,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (ADVANCED DEVELOPMENT)
AJ34,R&D-ENVIRONMENTAL SCI-ENG DEV
AJ34,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (ENGINEERING DEVELOPMENT)
AJ35,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ35,R&D-ENVIRONMENTAL SCI-OPSY DEV
AJ36,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (MANAGEMENT/SUPPORT)
AJ36,R&D-ENVIRONMENTAL SCI-MGMT SUP
AJ37,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (COMMERCIALIZED)
AJ37,RDTE/Environmental Sciences - Op System Develop
AJ41,ENGINEERING (BASIC)
AJ41,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (BASIC RESEARCH)
AJ42,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ42,ENGINEERING (APPLIED/EXPLORATORY)
AJ43,ENGINEERING (ADVANCED)
AJ43,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (ADVANCED DEVELOPMENT)
AJ44,ENGINEERING (ENGINEERING)
AJ44,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (ENGINEERING DEVELOPMENT)
AJ45,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ45,ENGINEERING (OPERATIONAL)
AJ46,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (MANAGEMENT/SUPPORT)
AJ46,ENGINEERING (MANAGEMENT/SUPPORT)
AJ47,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (COMMERCIALIZED)
AJ47,RDTE/Engineering Sci-Oper Sy Dev
AJ51,LIFE SCIENCES (BASIC)
AJ51,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (BASIC RESEARCH)
AJ52,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ52,LIFE SCIENCES (APPLIED/EXPLORATORY)
AJ53,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (ADVANCED DEVELOPMENT)
AJ53,LIFE SCIENCES (ADVANCED)
AJ54,LIFE SCIENCES (ENGINEERING)
AJ54,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (ENGINEERING DEVELOPMENT)
AJ55,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ55,LIFE SCIENCES (OPERATIONAL)
AJ56,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (MANAGEMENT/SUPPORT)
AJ56,LIFE SCIENCES (MANAGEMENT/SUPPORT)
AJ57,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (COMMERCIALIZED)
AJ57,RDTE/Life Sciences - Operational System Develop
AJ61,PSYCHOLOGICAL SCIENCES (BASIC)
AJ61,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (BASIC RESEARCH)
AJ62,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ62,R&D-PSYCHOLOGICAL SCI-A RES/EXPL DE
AJ63,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (ADVANCED DEVELOPMENT)
AJ63,PSYCHOLOGICAL SCIENCES (ADVANCED)
AJ64,R&D-PSYCHOLOGICAL SCI-ENG DEV
AJ64,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (ENGINEERING DEVELOPMENT)
AJ65,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ65,R&D-PSYCHOLOGICAL SCI-OPSY DEV
AJ66,R&D-PSYCHOLOGICAL SCI-MGMT SUP
AJ66,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (MANAGEMENT/SUPPORT)
AJ67,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (COMMERCIALIZED)
AJ67,RDTE/Psychological Sciences - Operational Sy Dev
AJ71,SOCIAL SCIENCES (BASIC)
AJ71,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (BASIC RESEARCH)
AJ72,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ72,R&D-SOCIAL SCIENCES-A RES/EXPL DEV
AJ73,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (ADVANCED DEVELOPMENT)
AJ73,SOCIAL SCIENCES (ADVANCED)
AJ74,SOCIAL SCIENCES (ENGINEERING)
AJ74,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (ENGINEERING DEVELOPMENT)
AJ75,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ75,SOCIAL SCIENCES (OPERATIONAL)
AJ76,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (MANAGEMENT/SUPPORT)
AJ76,R&D-SOCIAL SCIENCES-MGMT SUP
AJ77,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (COMMERCIALIZED)
AJ77,RDTE/Social Sciences - Operational System Develop
AJ90,
AJ91,R&D-OTHER SCIENCES-B RES
AJ91,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (BASIC RESEARCH)
AJ92,R&D-OTHER SCIENCES-A RES/EXPL DEV
AJ92,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ93,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ADVANCED DEVELOPMENT)
AJ93,R&D-OTHER SCIENCES-ADV DEV
AJ94,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ENGINEERING DEVELOPMENT)
AJ94,R&D-OTHER SCIENCES-ENG DEV
AJ95,R&D-OTHER SCIENCES-OPSY DEV
AJ95,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ96,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (MANAGEMENT/SUPPORT)
AJ96,R&D-OTHER SCIENCES-MGMT SUP
AJ97,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (COMMERCIALIZED)
AJ97,R&D-OTHER INCOME MAIN-COMERCLIZ
AK,HOUSING R&D
AK,Commerce and Housing Credit R&D Services
AK10,R&D-HOUSING
AK11,HOUSING (BASIC)
AK11,R&D- HOUSING: HOUSING (BASIC RESEARCH)
AK11,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; BASIC RESEARCH
AK12,HOUSING (APPLIED/EXPLORATORY)
AK12,R&D- HOUSING: HOUSING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AK12,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; APPLIED RESEARCH
AK13,R&D- HOUSING: HOUSING (ADVANCED DEVELOPMENT)
AK13,HOUSING (ADVANCED)
AK13,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; EXPERIMENTAL DEVELOPMENT
AK14,R&D- HOUSING: HOUSING (ENGINEERING DEVELOPMENT)
AK14,HOUSING (ENGINEERING)
AK14,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES
AK15,R&D- HOUSING: HOUSING (OPERATIONAL SYSTEMS DEVELOPMENT)
AK15,HOUSING (OPERATIONAL)
AK15,COMMERCE & HOUSING CREDIT R&D SVCS; COMMERCE & HOUSING CREDIT; R&D FACILITIES & MAJ EQUIP
AK16,R&D- HOUSING: HOUSING (MANAGEMENT/SUPPORT)
AK16,HOUSING (MANAGEMENT/SUPPORT)
AK17,R&D-HOUSING-COMERCLIZ
AK17,R&D- HOUSING: HOUSING (COMMERCIALIZED)
AL,INCOME SECURITY R&D
AL,Income Security R&D Services
AL10,R&D-EMPLOYMENT
AL11,R&D- INCOME SECURITY: EMPLOYMENT (BASIC RESEARCH)
AL11,EMPLOYMENT (BASIC)
AL11,INCOME SECURITY R&D SERVICES; INCOME SECURITY; BASIC RESEARCH
AL12,R&D- INCOME SECURITY: EMPLOYMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AL12,EMPLOYMENT (APPLIED/EXPLORATORY)
AL12,INCOME SECURITY R&D SERVICES; INCOME SECURITY; APPLIED RESEARCH
AL13,R&D- INCOME SECURITY: EMPLOYMENT (ADVANCED DEVELOPMENT)
AL13,EMPLOYMENT (ADVANCED)
AL13,INCOME SECURITY R&D SERVICES; INCOME SECURITY; EXPERIMENTAL DEVELOPMENT
AL14,R&D- INCOME SECURITY: EMPLOYMENT (ENGINEERING DEVELOPMENT)
AL14,EMPLOYMENT (ENGINEERING)
AL14,INCOME SECURITY R&D SERVICES; INCOME SECURITY; R&D ADMINISTRATIVE EXPENSES
AL15,R&D- INCOME SECURITY: EMPLOYMENT (OPERATIONAL SYSTEMS DEVELOPMENT)
AL15,EMPLOYMENT (OPERATIONAL)
AL15,INCOME SECURITY R&D SERVICES; INCOME SECURITY; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AL16,R&D- INCOME SECURITY: EMPLOYMENT (MANAGEMENT/SUPPORT)
AL16,EMPLOYMENT (MANAGEMENT/SUPPORT)
AL17,R&D- INCOME SECURITY: EMPLOYMENT (COMMERCIALIZED)
AL17,R&D-EMPLOYMENT-COMERCLIZ
AL20,R&D-INCOME MAINT
AL21,R&D- INCOME SECURITY: INCOME MAINTENANCE (BASIC RESEARCH)
AL21,INCOME MAINTENANCE (BASIC)
AL22,R&D- INCOME SECURITY: INCOME MAINTENANCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AL22,R&D-INCOME MAINT-A RES/EXPL DEV
AL23,R&D- INCOME SECURITY: INCOME MAINTENANCE (ADVANCED DEVELOPMENT)
AL23,INCOME MAINTENANCE (ADVANCED)
AL24,R&D- INCOME SECURITY: INCOME MAINTENANCE (ENGINEERING DEVELOPMENT)
AL24,INCOME MAINTENANCE (ENGINEERING)
AL25,R&D- INCOME SECURITY: INCOME MAINTENANCE (OPERATIONAL SYSTEMS DEVELOPMENT)
AL25,INCOME MAINTENANCE (OPERATIONAL)
AL26,R&D- INCOME SECURITY: INCOME MAINTENANCE (MANAGEMENT/SUPPORT)
AL26,R&D-INCOME MAINT-MGMT SUP
